Shareholder - Name	Issuer - Name	Security - Market Value - Amount	Security - Report Date	Security - Market Value - Currency Code	Data Source URL
Metal and Technology Pension Fund	EDP SA	111.358.317	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Electricite de France SA	123.524.735	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Elia Group SA/NV	15.823.686	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Elior Group SA	6.675.303	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	ELM BV for Swiss Prime Site AG	9.712.126	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Emeria SASU	7.075.523	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Encompass Health Corp	15.604.568	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Energizer Gamma Acquisition BV	11.007.481	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Energizer Holdings Inc	4.611.651	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Energy Transfer LP	3.056.044	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	EnerSys	13.822.079	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Enpro Inc	12.693.468	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Entegris Inc	2.825.672	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	EquipmentShare.com Inc	4.838.883	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Esab Corp	3.814.896	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Essendi SA	3.182.273	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Eurofins Scientific SE	23.078.274	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Eutelsat SA	24.776.431	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Excelerate Energy LP	6.318.808	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Fair Isaac Corp	19.788.077	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Fibercop SpA	4.197.985	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	FIS Fabbrica Italiana Sintetici SpA	3.668.382	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Flora Food Management BV	3.786.903	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Flos B&b Italia SPA	4.250.643	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	FMG Resources August 2006 Pty Ltd	4.245.704	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Fnac Darty SA	3.965.464	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Fortress Intermediate 3 Inc	3.375.133	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Forvia SE	102.018.920	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Froneri Lux FinCo SARL	5.420.856	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Frontier Communications Holdings LLC	14.485.780	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Gates Corp/DE	6.915.789	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Gen Digital Inc	13.519.679	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Genesis Energy LP / Genesis Energy Finance Corp	15.739.569	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Global Partners LP / GLP Finance Corp	5.581.782	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Go Daddy Operating Co LLC / GD Finance Co Inc	8.906.998	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Goat Holdco LLC	4.532.221	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Goodyear Dunlop Tires Europe BV	5.407.392	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Goodyear Tire & Rubber Co/The	7.383.181	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Grand City Properties SA	14.038.365	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Graphic Packaging International LLC	7.223.126	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Gray Media Inc	5.603.330	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Grifols SA	50.135.947	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Group 1 Automotive Inc	12.392.033	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Gruenenthal GmbH	5.470.933	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Hawaiian Electric Co Inc	3.592.170	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Heimstaden AB	6.446.446	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Heimstaden Bostad AB	4.929.580	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Heineken NV	9.708.439	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Herc Holdings Inc	16.165.763	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Hess Midstream Operations LP	5.732.983	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Hillenbrand Inc	5.223.332	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Hilton Domestic Operating Co Inc	41.255.298	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Hilton Grand Vacations Borrower LLC/Hilton Grand Vacations Borrower Inc	5.913.897	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Hilton Worldwide Finance LLC / Hilton Worldwide Finance Corp	3.994.057	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Holding d'Infrastructures des Metiers de l'Environnement	16.790.000	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Hologic Inc	18.442.877	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Iglo Foods BondCo Plc	19.237.284	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	IGT Lottery Holdings BV	9.635.134	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	IHO Verwaltungs GmbH	20.205.307	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	iliad SA	90.560.907	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	INEOS Quattro Finance 2 Plc	5.326.030	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Infrastrutture Wireless Italiane SpA	31.089.381	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Ingevity Corp	3.352.109	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Insight Enterprises Inc	8.088.341	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Installed Building Products Inc	7.204.361	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Insulet Corp	6.854.921	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Interface Inc	6.055.728	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Inversion Escrow Issuer LLC	5.034.536	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	IPD 3 BV	2.901.647	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	IQVIA Inc	89.138.154	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Iren SpA	13.520.789	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Iron Mountain Inc	44.471.493	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Italmatch Chemicals SpA	3.205.152	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	James Hardie International Finance DAC	8.089.074	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Jazz Securities DAC	21.654.642	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	K Hovnanian Enterprises Inc	4.103.638	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Kaiser Aluminum Corp	5.259.619	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Kapla Holding SAS	4.619.333	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	KB Home	2.928.586	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	KFC Holding Co/Pizza Hut Holdings LLC/Taco Bell of America LLC	13.959.340	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Kinetik Holdings LP	13.412.827	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Knife River Corp	7.467.992	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Kodiak Gas Services LLC	4.890.444	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Koninklijke KPN NV	23.906.580	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Korn Ferry	11.077.275	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Kronos International Inc	6.846.147	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Ladder Capital Finance Holdings LLLP / Ladder Capital Finance Corp	4.916.037	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Lamar Media Corp	5.012.176	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Lamb Weston Holdings Inc	5.160.070	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Lansforsakringar Bank AB	14.178.274	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Level 3 Financing Inc	10.347.271	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	LGI Homes Inc	6.570.120	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	LifePoint Health Inc	8.344.057	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Light & Wonder International Inc	23.350.163	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Lithia Motors Inc	7.712.609	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Live Nation Entertainment Inc	28.362.452	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Lottomatica Group Spa	26.897.468	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Loxam SAS	38.071.493	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Lumen Technologies Inc	3.007.239	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	M/I Homes Inc	2.846.189	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Magallanes Inc	23.866.861	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Magnera Corp	6.235.383	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Mahle GmbH	3.038.578	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Manitowoc Co Inc/The	4.553.259	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Masterbrand Inc	5.133.016	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Match Group Holdings II LLC	9.443.223	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Matterhorn Telecom SA	33.503.282	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Matthews International Corp	3.663.613	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Mauser Packaging Solutions Holding Co	5.473.119	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Maya SAS/Paris France	16.384.778	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	McGraw-Hill Education Inc	6.915.813	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Mehilainen Yhtiot Oy	7.134.494	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Mercer International Inc	12.249.648	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Mineral Resources Ltd	27.979.022	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Molina Healthcare Inc	14.106.166	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Monitchem HoldCo 3 SA	12.093.887	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Motion Finco Sarl	8.424.998	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	MPT Operating Partnership LP / MPT Finance Corp	25.857.856	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Mundys SpA	60.802.490	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Murphy Oil USA Inc	13.450.738	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	National Bank of Canada	5.372.877	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Naturgy Finance BV	4.005.777	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	NCL Corp Ltd	12.070.495	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Nederlandse Gasunie NV	7.310.338	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Neogen Food Safety Corp	4.928.144	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Neptune Bidco US Inc	3.046.656	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	NESCO Holdings II Inc	4.573.878	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	New Immo Holding SA	22.601.559	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Newell Brands Inc	10.244.730	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Nexans SA	5.124.057	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Nidda Healthcare Holding GmbH	5.719.592	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Nissan Motor Acceptance Co LLC	3.349.181	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Nissan Motor Co Ltd	46.054.842	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Novelis Corp	13.068.458	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Novelis Sheet Ingot GmbH	7.061.867	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	NRG Energy Inc	22.466.768	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Odido Holding BV	3.996.772	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	OI European Group BV	13.805.059	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Olympus Water US Holding Corp	12.244.691	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Opal Bidco SAS	14.092.927	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Open Text Corp	15.384.438	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Open Text Holdings Inc	10.955.238	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Opmobility	5.682.710	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
Metal and Technology Pension Fund	Organon & Co / Organon Foreign Debt Co-Issuer BV	43.523.102	2025-12-31	EUR	https://www.pmt.nl/over-pmt/zo-beleggen-we/waar-beleggen-we-in/aandelen-en-obligaties/#
